Downloaded from wid.world on 13-04-2025 at 11:14:22
Brazil ;"shweal_p90p100_z_BR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;Unnamed: 4
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.6383
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.6386000000000001
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.6644
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.6288
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.6599
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.6831
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.6793
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.6785
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.6863
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.7139
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.7157
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.7169
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.7229
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.7231000000000001
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.7531
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.7584000000000001
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2022;0.7532
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2023;0.7545000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;0.6499
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1981;0.6459
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1982;0.6354000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1983;0.6301
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1984;0.6324000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1985;0.6271
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1986;0.6292
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1987;0.6334000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1988;0.646
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1989;0.6468
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1990;0.6487
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1991;0.6494
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1992;0.6634
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1993;0.6656000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1994;0.6663
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.6712
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.6732
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.68
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.6864
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.6862
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.6865
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.6819000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.6815
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.6817000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.6866
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.6863
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.6877
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.6966
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.7117
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.7168
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.7297
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.7352000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.7433000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.7391000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.7363000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.7321000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.7278
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.7184
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.7165
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.7141000000000001
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.7103
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.7085
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2022;0.6962
USA ;"shweal_p90p100_z_US
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2023;0.6958000000000001
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1981;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1982;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1983;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1984;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1985;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1986;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1987;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1988;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1989;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1990;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1991;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1992;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1993;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1994;
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.6752
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.6753
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.6764
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.6925
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.6769000000000001
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.6773
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.6786
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.6795
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.6809000000000001
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.6824
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.6836
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.6846
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.6858000000000001
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.6882
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.6887
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.6704
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.6449
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.6312
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.6201
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.6214000000000001
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.6218
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.6201
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.622
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.6198
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.6176
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.6171
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.617
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2022;0.617
United Arab Emirates ;"shweal_p90p100_z_AE
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2023;0.617
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;0.5826
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1981;0.6016
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1982;0.5772
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1983;0.5708
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1984;0.5285000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1985;0.5519000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1986;0.5498000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1987;0.5670000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1988;0.5442
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1989;0.545
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1990;0.5144000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1991;0.5143
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1992;0.5385
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1993;0.5543
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1994;0.5559000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.5256000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.5405
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.5653
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.5668000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.5488000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.5579000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.5511
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.5545
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.5449
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.5403
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.5416000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.5445
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.5439
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.5382
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.5442
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.5463
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.5585
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.5569000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.5678000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.5782
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.5662
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.5715
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.5756
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.5715
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.5702
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.5700000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.5710000000000001
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2022;0.5706
United Kingdom ;"shweal_p90p100_z_GB
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2023;0.5712
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1981;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1982;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1983;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1984;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1985;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1986;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1987;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1988;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1989;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1990;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1991;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1992;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1993;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1994;
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.7758
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.7742
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.7733
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.7752
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.7752
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.7714000000000001
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.768
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.7599
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.7565000000000001
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.7589
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.7581
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.7572
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.7586
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.7538
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.7455
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.7488
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.7528
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.7478
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.7459
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.7458
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.7453000000000001
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.7416
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.7426
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.7412000000000001
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.7389
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.7399
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.7502000000000001
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2022;0.7456
World ;"shweal_p90p100_z_WO
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2023;0.7423000000000001
